C388_threshold,equivalent_cutoff_lower_exclusive,equivalent_cutoff_upper_inclusive,n_work,n_nonwork,model,validation,objective,AUC,majority_accuracy,score_threshold,accuracy,balanced_accuracy,TP,TN,FP,FN,distance
0.3368625,0.32484,0.348885,25,6,CP3_LR,mutation_group_out,balanced_accuracy,0.6733333333333332,0.8064516129032258,0.46524260711681087,0.8387096774193549,0.7733333333333333,22.0,4.0,2.0,3.0,0.03475739288318913
0.3368625,0.32484,0.348885,25,6,CP_Structure9_LR,LOCO,accuracy,0.7066666666666667,0.8064516129032258,0.3805244491421692,0.8387096774193549,0.6466666666666666,24.0,2.0,4.0,1.0,0.11947555085783079
0.3368625,0.32484,0.348885,25,6,CP_Structure9_LR,LOCO,balanced_accuracy,0.7066666666666667,0.8064516129032258,0.6145588342463545,0.5806451612903226,0.74,12.0,6.0,0.0,13.0,0.11455883424635449
0.3368625,0.32484,0.348885,25,6,CP_Structure9_LR,mutation_group_out,accuracy,0.7000000000000001,0.8064516129032258,0.21597397725067655,0.8387096774193549,0.5833333333333334,25.0,1.0,5.0,0.0,0.2840260227493234
0.3368625,0.32484,0.348885,25,6,CP_Structure9_LR,mutation_group_out,balanced_accuracy,0.7000000000000001,0.8064516129032258,0.5613123415756816,0.5806451612903226,0.74,12.0,6.0,0.0,13.0,0.06131234157568155
0.3368625,0.32484,0.348885,25,6,CP3_RF,LOCO,accuracy,0.4733333333333334,0.8064516129032258,0.21907827878781444,0.8387096774193549,0.5833333333333334,25.0,1.0,5.0,0.0,0.28092172121218556
0.3368625,0.32484,0.348885,25,6,CP3_RF,LOCO,balanced_accuracy,0.4733333333333334,0.8064516129032258,0.6292088242022459,0.6451612903225806,0.5900000000000001,17.0,3.0,3.0,8.0,0.1292088242022459
0.3368625,0.32484,0.348885,25,6,CP3_RF,mutation_group_out,accuracy,0.5700000000000001,0.8064516129032258,0.0,0.8064516129032258,0.5,25.0,0.0,6.0,0.0,0.5
0.3368625,0.32484,0.348885,25,6,CP3_RF,mutation_group_out,balanced_accuracy,0.5700000000000001,0.8064516129032258,0.5629708715950521,0.6774193548387096,0.61,18.0,3.0,3.0,7.0,0.0629708715950521
0.3368625,0.32484,0.348885,25,6,CP_Structure9_RF,LOCO,accuracy,0.5333333333333333,0.8064516129032258,0.5,0.8387096774193549,0.6466666666666666,24.0,2.0,4.0,1.0,0.0
0.3368625,0.32484,0.348885,25,6,CP_Structure9_RF,LOCO,balanced_accuracy,0.5333333333333333,0.8064516129032258,0.5,0.8387096774193549,0.6466666666666666,24.0,2.0,4.0,1.0,0.0
