model,C388_threshold,n_work,n_nonwork,objective,AUC,score_threshold,accuracy,balanced_accuracy,TP,TN,FP,FN,distance
CP_density3_RF,0.71301,5,26,balanced_accuracy,0.7423076923076923,0.8331088184004509,0.8064516129032258,0.7230769230769231,3.0,22.0,4.0,2.0,0.3331088184004509
CP_density3_RF,0.7343525000000001,4,27,accuracy,0.7870370370370371,0.8558755268877123,0.9032258064516129,0.625,1.0,27.0,0.0,3.0,0.3558755268877123
CP_density3_RF,0.7343525000000001,4,27,balanced_accuracy,0.7870370370370371,0.8331088184004509,0.8387096774193549,0.8009259259259259,3.0,23.0,4.0,1.0,0.3331088184004509
CP_density3_RF,0.7481175,3,28,accuracy,0.9404761904761905,0.8558755268877123,0.9354838709677419,0.6666666666666666,1.0,28.0,0.0,2.0,0.3558755268877123
CP_density3_RF,0.7481175,3,28,balanced_accuracy,0.9404761904761905,0.8331088184004509,0.8709677419354839,0.9285714285714286,3.0,24.0,4.0,0.0,0.3331088184004509
CP_density3_RF,0.7500000000000001,3,28,accuracy,0.9404761904761905,0.8558755268877123,0.9354838709677419,0.6666666666666666,1.0,28.0,0.0,2.0,0.3558755268877123
CP_density3_RF,0.7500000000000001,3,28,balanced_accuracy,0.9404761904761905,0.8331088184004509,0.8709677419354839,0.9285714285714286,3.0,24.0,4.0,0.0,0.3331088184004509
CP_density3_RF,0.773455,2,29,accuracy,0.9482758620689655,0.8558755268877123,0.967741935483871,0.75,1.0,29.0,0.0,1.0,0.3558755268877123
CP_density3_RF,0.773455,2,29,balanced_accuracy,0.9482758620689655,0.8331088184004509,0.8387096774193549,0.9137931034482758,2.0,24.0,5.0,0.0,0.3331088184004509
S12_only_LR,0.04333249999999995,29,2,accuracy,0.14655172413793105,0.5,0.9354838709677419,0.5,29.0,0.0,2.0,0.0,0.0
S12_only_LR,0.04333249999999995,29,2,balanced_accuracy,0.14655172413793105,0.6308834451423413,0.1935483870967742,0.5689655172413793,4.0,2.0,0.0,25.0,0.1308834451423413
S12_only_LR,0.05,29,2,accuracy,0.14655172413793105,0.5,0.9354838709677419,0.5,29.0,0.0,2.0,0.0,0.0
S12_only_LR,0.05,29,2,balanced_accuracy,0.14655172413793105,0.6308834451423413,0.1935483870967742,0.5689655172413793,4.0,2.0,0.0,25.0,0.1308834451423413
S12_only_LR,0.1,28,3,accuracy,0.24404761904761907,0.5,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.0
S12_only_LR,0.1,28,3,balanced_accuracy,0.24404761904761907,0.6308834451423413,0.22580645161290322,0.5714285714285714,4.0,3.0,0.0,24.0,0.1308834451423413
S12_only_LR,0.15000000000000002,28,3,accuracy,0.24404761904761907,0.5,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.0
S12_only_LR,0.15000000000000002,28,3,balanced_accuracy,0.24404761904761907,0.6308834451423413,0.22580645161290322,0.5714285714285714,4.0,3.0,0.0,24.0,0.1308834451423413
S12_only_LR,0.16001249999999995,28,3,accuracy,0.24404761904761907,0.5,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.0
S12_only_LR,0.16001249999999995,28,3,balanced_accuracy,0.24404761904761907,0.6308834451423413,0.22580645161290322,0.5714285714285714,4.0,3.0,0.0,24.0,0.1308834451423413
S12_only_LR,0.2,28,3,accuracy,0.24404761904761907,0.5,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.0
S12_only_LR,0.2,28,3,balanced_accuracy,0.24404761904761907,0.6308834451423413,0.22580645161290322,0.5714285714285714,4.0,3.0,0.0,24.0,0.1308834451423413
S12_only_LR,0.24332999999999996,27,4,accuracy,0.4305555555555556,0.5,0.8709677419354839,0.5,27.0,0.0,4.0,0.0,0.0
S12_only_LR,0.24332999999999996,27,4,balanced_accuracy,0.4305555555555556,0.5414457842416374,0.8709677419354839,0.6064814814814814,26.0,1.0,3.0,1.0,0.04144578424163736
S12_only_LR,0.25,27,4,accuracy,0.4305555555555556,0.5,0.8709677419354839,0.5,27.0,0.0,4.0,0.0,0.0
S12_only_LR,0.25,27,4,balanced_accuracy,0.4305555555555556,0.5414457842416374,0.8709677419354839,0.6064814814814814,26.0,1.0,3.0,1.0,0.04144578424163736
S12_only_LR,0.28906999999999994,26,5,accuracy,0.33461538461538465,0.5,0.8387096774193549,0.5,26.0,0.0,5.0,0.0,0.0
S12_only_LR,0.28906999999999994,26,5,balanced_accuracy,0.33461538461538465,0.5414457842416374,0.8387096774193549,0.5807692307692308,25.0,1.0,4.0,1.0,0.04144578424163736
S12_only_LR,0.3,26,5,accuracy,0.33461538461538465,0.5,0.8387096774193549,0.5,26.0,0.0,5.0,0.0,0.0
S12_only_LR,0.3,26,5,balanced_accuracy,0.33461538461538465,0.5414457842416374,0.8387096774193549,0.5807692307692308,25.0,1.0,4.0,1.0,0.04144578424163736
S12_only_LR,0.3368625,25,6,accuracy,0.3033333333333333,0.5,0.8064516129032258,0.5,25.0,0.0,6.0,0.0,0.0
S12_only_LR,0.3368625,25,6,balanced_accuracy,0.3033333333333333,0.5414457842416374,0.8064516129032258,0.5633333333333334,24.0,1.0,5.0,1.0,0.04144578424163736
S12_only_LR,0.35000000000000003,24,7,accuracy,0.33630952380952384,0.5,0.7741935483870968,0.5,24.0,0.0,7.0,0.0,0.0
S12_only_LR,0.35000000000000003,24,7,balanced_accuracy,0.33630952380952384,0.5414457842416374,0.7741935483870968,0.5505952380952381,23.0,1.0,6.0,1.0,0.04144578424163736
S12_only_LR,0.3611025,24,7,accuracy,0.33630952380952384,0.5,0.7741935483870968,0.5,24.0,0.0,7.0,0.0,0.0
S12_only_LR,0.3611025,24,7,balanced_accuracy,0.33630952380952384,0.5414457842416374,0.7741935483870968,0.5505952380952381,23.0,1.0,6.0,1.0,0.04144578424163736
S12_only_LR,0.4,23,8,accuracy,0.32336956521739135,0.5,0.7419354838709677,0.5,23.0,0.0,8.0,0.0,0.0
S12_only_LR,0.4,23,8,balanced_accuracy,0.32336956521739135,0.5414457842416374,0.7419354838709677,0.5407608695652174,22.0,1.0,7.0,1.0,0.04144578424163736
S12_only_LR,0.40819,23,8,accuracy,0.32336956521739135,0.5,0.7419354838709677,0.5,23.0,0.0,8.0,0.0,0.0
S12_only_LR,0.40819,23,8,balanced_accuracy,0.32336956521739135,0.5414457842416374,0.7419354838709677,0.5407608695652174,22.0,1.0,7.0,1.0,0.04144578424163736
S12_only_LR,0.45,22,9,accuracy,0.3106060606060606,0.5,0.7096774193548387,0.5,22.0,0.0,9.0,0.0,0.0
S12_only_LR,0.45,22,9,balanced_accuracy,0.3106060606060606,0.5414457842416374,0.7096774193548387,0.5328282828282829,21.0,1.0,8.0,1.0,0.04144578424163736
S12_only_LR,0.4809925,22,9,accuracy,0.3106060606060606,0.5,0.7096774193548387,0.5,22.0,0.0,9.0,0.0,0.0
S12_only_LR,0.4809925,22,9,balanced_accuracy,0.3106060606060606,0.5414457842416374,0.7096774193548387,0.5328282828282829,21.0,1.0,8.0,1.0,0.04144578424163736
S12_only_LR,0.5,22,9,accuracy,0.3106060606060606,0.5,0.7096774193548387,0.5,22.0,0.0,9.0,0.0,0.0
S12_only_LR,0.5,22,9,balanced_accuracy,0.3106060606060606,0.5414457842416374,0.7096774193548387,0.5328282828282829,21.0,1.0,8.0,1.0,0.04144578424163736
S12_only_LR,0.52407,21,10,accuracy,0.3166666666666666,0.5,0.6774193548387096,0.5,21.0,0.0,10.0,0.0,0.0
S12_only_LR,0.52407,21,10,balanced_accuracy,0.3166666666666666,0.5414457842416374,0.6774193548387096,0.5261904761904762,20.0,1.0,9.0,1.0,0.04144578424163736
S12_only_LR,0.542325,20,11,accuracy,0.30227272727272725,0.5,0.6451612903225806,0.5,20.0,0.0,11.0,0.0,0.0
S12_only_LR,0.542325,20,11,balanced_accuracy,0.30227272727272725,0.6308834451423413,0.41935483870967744,0.5295454545454545,3.0,10.0,1.0,17.0,0.1308834451423413
S12_only_LR,0.55,20,11,accuracy,0.30227272727272725,0.5,0.6451612903225806,0.5,20.0,0.0,11.0,0.0,0.0
S12_only_LR,0.55,20,11,balanced_accuracy,0.30227272727272725,0.6308834451423413,0.41935483870967744,0.5295454545454545,3.0,10.0,1.0,17.0,0.1308834451423413
S12_only_LR,0.5558624999999999,19,12,accuracy,0.3508771929824561,0.5,0.6129032258064516,0.5,19.0,0.0,12.0,0.0,0.0
S12_only_LR,0.5558624999999999,19,12,balanced_accuracy,0.3508771929824561,0.6308834451423413,0.45161290322580644,0.5372807017543859,3.0,11.0,1.0,16.0,0.1308834451423413
S12_only_LR,0.56508,18,13,accuracy,0.40811965811965806,0.5,0.5806451612903226,0.5,18.0,0.0,13.0,0.0,0.0
S12_only_LR,0.56508,18,13,balanced_accuracy,0.40811965811965806,0.6308834451423413,0.4838709677419355,0.5448717948717949,3.0,12.0,1.0,15.0,0.1308834451423413
S12_only_LR,0.5825425,17,14,accuracy,0.3697478991596639,0.5,0.5483870967741935,0.5,17.0,0.0,14.0,0.0,0.0
S12_only_LR,0.5825425,17,14,balanced_accuracy,0.3697478991596639,0.6308834451423413,0.5161290322580645,0.5525210084033614,3.0,13.0,1.0,14.0,0.1308834451423413
S12_only_LR,0.5945275000000001,16,15,accuracy,0.3875,0.6308834451423413,0.5483870967741935,0.5604166666666667,3.0,14.0,1.0,13.0,0.1308834451423413
S12_only_LR,0.5945275000000001,16,15,balanced_accuracy,0.3875,0.6308834451423413,0.5483870967741935,0.5604166666666667,3.0,14.0,1.0,13.0,0.1308834451423413
S12_only_LR,0.6000000000000001,15,16,accuracy,0.4395833333333333,0.6308834451423413,0.5806451612903226,0.56875,3.0,15.0,1.0,12.0,0.1308834451423413
S12_only_LR,0.6000000000000001,15,16,balanced_accuracy,0.4395833333333333,0.6308834451423413,0.5806451612903226,0.56875,3.0,15.0,1.0,12.0,0.1308834451423413
S12_only_LR,0.601075,15,16,accuracy,0.4395833333333333,0.6308834451423413,0.5806451612903226,0.56875,3.0,15.0,1.0,12.0,0.1308834451423413
S12_only_LR,0.601075,15,16,balanced_accuracy,0.4395833333333333,0.6308834451423413,0.5806451612903226,0.56875,3.0,15.0,1.0,12.0,0.1308834451423413
S12_only_LR,0.6105674999999999,14,17,accuracy,0.48529411764705876,0.6308834451423413,0.6129032258064516,0.5777310924369747,3.0,16.0,1.0,11.0,0.1308834451423413
S12_only_LR,0.6105674999999999,14,17,balanced_accuracy,0.48529411764705876,0.56795609385344,0.5483870967741935,0.5819327731092437,13.0,4.0,13.0,1.0,0.06795609385344004
S12_only_LR,0.6229925,13,18,accuracy,0.42521367521367526,0.6308834451423413,0.5806451612903226,0.5213675213675213,2.0,16.0,2.0,11.0,0.1308834451423413
S12_only_LR,0.6229925,13,18,balanced_accuracy,0.42521367521367526,0.56795609385344,0.5161290322580645,0.5726495726495726,12.0,4.0,14.0,1.0,0.06795609385344004
S12_only_LR,0.6403475,12,19,accuracy,0.4649122807017544,0.6308834451423413,0.6129032258064516,0.5307017543859649,2.0,17.0,2.0,10.0,0.1308834451423413
S12_only_LR,0.6403475,12,19,balanced_accuracy,0.4649122807017544,0.579649111323026,0.5483870967741935,0.6162280701754386,11.0,6.0,13.0,1.0,0.07964911132302599
S12_only_LR,0.6500000000000001,12,19,accuracy,0.4649122807017544,0.6308834451423413,0.6129032258064516,0.5307017543859649,2.0,17.0,2.0,10.0,0.1308834451423413
S12_only_LR,0.6500000000000001,12,19,balanced_accuracy,0.4649122807017544,0.579649111323026,0.5483870967741935,0.6162280701754386,11.0,6.0,13.0,1.0,0.07964911132302599
S12_only_LR,0.65464,11,20,accuracy,0.4909090909090909,0.6308834451423413,0.6451612903225806,0.5409090909090909,2.0,18.0,2.0,9.0,0.1308834451423413
S12_only_LR,0.65464,11,20,balanced_accuracy,0.4909090909090909,0.579649111323026,0.5161290322580645,0.6045454545454545,10.0,6.0,14.0,1.0,0.07964911132302599
S12_only_LR,0.658155,10,21,accuracy,0.5000000000000001,0.6308834451423413,0.6774193548387096,0.5523809523809524,2.0,19.0,2.0,8.0,0.1308834451423413
S12_only_LR,0.658155,10,21,balanced_accuracy,0.5000000000000001,0.579649111323026,0.4838709677419355,0.5928571428571429,9.0,6.0,15.0,1.0,0.07964911132302599
S12_only_LR,0.6625,9,22,accuracy,0.494949494949495,0.6308834451423413,0.7096774193548387,0.5656565656565656,2.0,20.0,2.0,7.0,0.1308834451423413
S12_only_LR,0.6625,9,22,balanced_accuracy,0.494949494949495,0.579649111323026,0.45161290322580644,0.5808080808080808,8.0,6.0,16.0,1.0,0.07964911132302599
S12_only_LR,0.6721375,8,23,accuracy,0.5054347826086958,0.6308834451423413,0.7419354838709677,0.5815217391304348,2.0,21.0,2.0,6.0,0.1308834451423413
S12_only_LR,0.6721375,8,23,balanced_accuracy,0.5054347826086958,0.6308834451423413,0.7419354838709677,0.5815217391304348,2.0,21.0,2.0,6.0,0.1308834451423413
S12_only_LR,0.68299,7,24,accuracy,0.5952380952380952,0.6308834451423413,0.7741935483870968,0.6011904761904762,2.0,22.0,2.0,5.0,0.1308834451423413
S12_only_LR,0.68299,7,24,balanced_accuracy,0.5952380952380952,0.579649111323026,0.45161290322580644,0.6458333333333334,7.0,7.0,17.0,0.0,0.07964911132302599
S12_only_LR,0.694275,6,25,accuracy,0.66,0.6308834451423413,0.8064516129032258,0.6266666666666667,2.0,23.0,2.0,4.0,0.1308834451423413
S12_only_LR,0.694275,6,25,balanced_accuracy,0.66,0.5854537221421072,0.45161290322580644,0.66,6.0,8.0,17.0,0.0,0.08545372214210722
S12_only_LR,0.7000000000000001,6,25,accuracy,0.66,0.6308834451423413,0.8064516129032258,0.6266666666666667,2.0,23.0,2.0,4.0,0.1308834451423413
S12_only_LR,0.7000000000000001,6,25,balanced_accuracy,0.66,0.5854537221421072,0.45161290322580644,0.66,6.0,8.0,17.0,0.0,0.08545372214210722
S12_only_LR,0.71301,5,26,accuracy,0.7307692307692308,0.6308834451423413,0.8387096774193549,0.6615384615384616,2.0,24.0,2.0,3.0,0.1308834451423413
S12_only_LR,0.71301,5,26,balanced_accuracy,0.7307692307692308,0.6027198350306717,0.6774193548387096,0.726923076923077,4.0,17.0,9.0,1.0,0.10271983503067172
S12_only_LR,0.7343525000000001,4,27,accuracy,0.7314814814814815,0.6308834451423413,0.8709677419354839,0.712962962962963,2.0,25.0,2.0,2.0,0.1308834451423413
S12_only_LR,0.7343525000000001,4,27,balanced_accuracy,0.7314814814814815,0.6308834451423413,0.8709677419354839,0.712962962962963,2.0,25.0,2.0,2.0,0.1308834451423413
S12_only_LR,0.7481175,3,28,accuracy,0.869047619047619,0.6308834451423413,0.9032258064516129,0.7976190476190477,2.0,26.0,2.0,1.0,0.1308834451423413
S12_only_LR,0.7481175,3,28,balanced_accuracy,0.869047619047619,0.6027198350306717,0.6774193548387096,0.8214285714285714,3.0,18.0,10.0,0.0,0.10271983503067172
S12_only_LR,0.7500000000000001,3,28,accuracy,0.869047619047619,0.6308834451423413,0.9032258064516129,0.7976190476190477,2.0,26.0,2.0,1.0,0.1308834451423413
S12_only_LR,0.7500000000000001,3,28,balanced_accuracy,0.869047619047619,0.6027198350306717,0.6774193548387096,0.8214285714285714,3.0,18.0,10.0,0.0,0.10271983503067172
S12_only_LR,0.773455,2,29,accuracy,0.8275862068965517,1.00000001,0.9354838709677419,0.5,0.0,29.0,0.0,2.0,0.5000000099999999
S12_only_LR,0.773455,2,29,balanced_accuracy,0.8275862068965517,0.6027198350306717,0.6451612903225806,0.8103448275862069,2.0,18.0,11.0,0.0,0.10271983503067172
S12_only_RF,0.04333249999999995,29,2,accuracy,0.1896551724137931,0.0,0.9354838709677419,0.5,29.0,0.0,2.0,0.0,0.5
S12_only_RF,0.04333249999999995,29,2,balanced_accuracy,0.1896551724137931,0.0,0.9354838709677419,0.5,29.0,0.0,2.0,0.0,0.5
S12_only_RF,0.05,29,2,accuracy,0.1896551724137931,0.0,0.9354838709677419,0.5,29.0,0.0,2.0,0.0,0.5
S12_only_RF,0.05,29,2,balanced_accuracy,0.1896551724137931,0.0,0.9354838709677419,0.5,29.0,0.0,2.0,0.0,0.5
S12_only_RF,0.1,28,3,accuracy,0.35714285714285715,0.0,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.5
S12_only_RF,0.1,28,3,balanced_accuracy,0.35714285714285715,0.0,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.5
S12_only_RF,0.15000000000000002,28,3,accuracy,0.35714285714285715,0.0,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.5
S12_only_RF,0.15000000000000002,28,3,balanced_accuracy,0.35714285714285715,0.0,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.5
S12_only_RF,0.16001249999999995,28,3,accuracy,0.35714285714285715,0.0,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.5
S12_only_RF,0.16001249999999995,28,3,balanced_accuracy,0.35714285714285715,0.0,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.5
S12_only_RF,0.2,28,3,accuracy,0.35714285714285715,0.0,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.5
S12_only_RF,0.2,28,3,balanced_accuracy,0.35714285714285715,0.0,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.5
S12_only_RF,0.24332999999999996,27,4,accuracy,0.5231481481481481,0.0015625,0.8709677419354839,0.6064814814814814,26.0,1.0,3.0,1.0,0.4984375
S12_only_RF,0.24332999999999996,27,4,balanced_accuracy,0.5231481481481481,0.0015625,0.8709677419354839,0.6064814814814814,26.0,1.0,3.0,1.0,0.4984375
S12_only_RF,0.25,27,4,accuracy,0.5231481481481481,0.0015625,0.8709677419354839,0.6064814814814814,26.0,1.0,3.0,1.0,0.4984375
S12_only_RF,0.25,27,4,balanced_accuracy,0.5231481481481481,0.0015625,0.8709677419354839,0.6064814814814814,26.0,1.0,3.0,1.0,0.4984375
S12_only_RF,0.28906999999999994,26,5,accuracy,0.45,0.0015625,0.8387096774193549,0.5807692307692308,25.0,1.0,4.0,1.0,0.4984375
S12_only_RF,0.28906999999999994,26,5,balanced_accuracy,0.45,0.0015625,0.8387096774193549,0.5807692307692308,25.0,1.0,4.0,1.0,0.4984375
S12_only_RF,0.3,26,5,accuracy,0.45,0.0015625,0.8387096774193549,0.5807692307692308,25.0,1.0,4.0,1.0,0.4984375
S12_only_RF,0.3,26,5,balanced_accuracy,0.45,0.0015625,0.8387096774193549,0.5807692307692308,25.0,1.0,4.0,1.0,0.4984375
S12_only_RF,0.3368625,25,6,accuracy,0.39666666666666667,0.0015625,0.8064516129032258,0.5633333333333334,24.0,1.0,5.0,1.0,0.4984375
S12_only_RF,0.3368625,25,6,balanced_accuracy,0.39666666666666667,0.0015625,0.8064516129032258,0.5633333333333334,24.0,1.0,5.0,1.0,0.4984375
S12_only_RF,0.35000000000000003,24,7,accuracy,0.4017857142857143,0.0015625,0.7741935483870968,0.5505952380952381,23.0,1.0,6.0,1.0,0.4984375
S12_only_RF,0.35000000000000003,24,7,balanced_accuracy,0.4017857142857143,0.0015625,0.7741935483870968,0.5505952380952381,23.0,1.0,6.0,1.0,0.4984375
S12_only_RF,0.3611025,24,7,accuracy,0.4017857142857143,0.0015625,0.7741935483870968,0.5505952380952381,23.0,1.0,6.0,1.0,0.4984375
S12_only_RF,0.3611025,24,7,balanced_accuracy,0.4017857142857143,0.0015625,0.7741935483870968,0.5505952380952381,23.0,1.0,6.0,1.0,0.4984375
S12_only_RF,0.4,23,8,accuracy,0.36141304347826086,0.0015625,0.7419354838709677,0.5407608695652174,22.0,1.0,7.0,1.0,0.4984375
S12_only_RF,0.4,23,8,balanced_accuracy,0.36141304347826086,0.0015625,0.7419354838709677,0.5407608695652174,22.0,1.0,7.0,1.0,0.4984375
S12_only_RF,0.40819,23,8,accuracy,0.36141304347826086,0.0015625,0.7419354838709677,0.5407608695652174,22.0,1.0,7.0,1.0,0.4984375
S12_only_RF,0.40819,23,8,balanced_accuracy,0.36141304347826086,0.0015625,0.7419354838709677,0.5407608695652174,22.0,1.0,7.0,1.0,0.4984375
S12_only_RF,0.45,22,9,accuracy,0.32575757575757575,0.0015625,0.7096774193548387,0.5328282828282829,21.0,1.0,8.0,1.0,0.4984375
S12_only_RF,0.45,22,9,balanced_accuracy,0.32575757575757575,0.0015625,0.7096774193548387,0.5328282828282829,21.0,1.0,8.0,1.0,0.4984375
S12_only_RF,0.4809925,22,9,accuracy,0.32575757575757575,0.0015625,0.7096774193548387,0.5328282828282829,21.0,1.0,8.0,1.0,0.4984375
S12_only_RF,0.4809925,22,9,balanced_accuracy,0.32575757575757575,0.0015625,0.7096774193548387,0.5328282828282829,21.0,1.0,8.0,1.0,0.4984375
S12_only_RF,0.5,22,9,accuracy,0.32575757575757575,0.0015625,0.7096774193548387,0.5328282828282829,21.0,1.0,8.0,1.0,0.4984375
S12_only_RF,0.5,22,9,balanced_accuracy,0.32575757575757575,0.0015625,0.7096774193548387,0.5328282828282829,21.0,1.0,8.0,1.0,0.4984375
S12_only_RF,0.52407,21,10,accuracy,0.3642857142857143,0.0015625,0.6774193548387096,0.5261904761904762,20.0,1.0,9.0,1.0,0.4984375
S12_only_RF,0.52407,21,10,balanced_accuracy,0.3642857142857143,0.0015625,0.6774193548387096,0.5261904761904762,20.0,1.0,9.0,1.0,0.4984375
S12_only_RF,0.542325,20,11,accuracy,0.32954545454545453,0.0015625,0.6451612903225806,0.5204545454545454,19.0,1.0,10.0,1.0,0.4984375
S12_only_RF,0.542325,20,11,balanced_accuracy,0.32954545454545453,0.0015625,0.6451612903225806,0.5204545454545454,19.0,1.0,10.0,1.0,0.4984375
S12_only_RF,0.55,20,11,accuracy,0.32954545454545453,0.0015625,0.6451612903225806,0.5204545454545454,19.0,1.0,10.0,1.0,0.4984375
S12_only_RF,0.55,20,11,balanced_accuracy,0.32954545454545453,0.0015625,0.6451612903225806,0.5204545454545454,19.0,1.0,10.0,1.0,0.4984375
S12_only_RF,0.5558624999999999,19,12,accuracy,0.37719298245614036,0.0015625,0.6129032258064516,0.5153508771929824,18.0,1.0,11.0,1.0,0.4984375
S12_only_RF,0.5558624999999999,19,12,balanced_accuracy,0.37719298245614036,0.0015625,0.6129032258064516,0.5153508771929824,18.0,1.0,11.0,1.0,0.4984375
S12_only_RF,0.56508,18,13,accuracy,0.4337606837606838,0.007793458781362001,0.5806451612903226,0.5213675213675213,16.0,2.0,11.0,2.0,0.492206541218638
S12_only_RF,0.56508,18,13,balanced_accuracy,0.4337606837606838,0.7526350419640566,0.5483870967741935,0.5256410256410257,12.0,5.0,8.0,6.0,0.2526350419640566
S12_only_RF,0.5825425,17,14,accuracy,0.3970588235294118,0.007793458781362001,0.5483870967741935,0.5126050420168067,15.0,2.0,12.0,2.0,0.492206541218638
S12_only_RF,0.5825425,17,14,balanced_accuracy,0.3970588235294118,0.007793458781362001,0.5483870967741935,0.5126050420168067,15.0,2.0,12.0,2.0,0.492206541218638
S12_only_RF,0.5945275000000001,16,15,accuracy,0.4083333333333333,0.007793458781362001,0.5161290322580645,0.5041666666666667,14.0,2.0,13.0,2.0,0.492206541218638
S12_only_RF,0.5945275000000001,16,15,balanced_accuracy,0.4083333333333333,0.007793458781362001,0.5161290322580645,0.5041666666666667,14.0,2.0,13.0,2.0,0.492206541218638
S12_only_RF,0.6000000000000001,15,16,accuracy,0.4604166666666667,0.007793458781362001,0.5483870967741935,0.5604166666666667,14.0,3.0,13.0,1.0,0.492206541218638
S12_only_RF,0.6000000000000001,15,16,balanced_accuracy,0.4604166666666667,0.007793458781362001,0.5483870967741935,0.5604166666666667,14.0,3.0,13.0,1.0,0.492206541218638
S12_only_RF,0.601075,15,16,accuracy,0.4604166666666667,0.007793458781362001,0.5483870967741935,0.5604166666666667,14.0,3.0,13.0,1.0,0.492206541218638
S12_only_RF,0.601075,15,16,balanced_accuracy,0.4604166666666667,0.007793458781362001,0.5483870967741935,0.5604166666666667,14.0,3.0,13.0,1.0,0.492206541218638
S12_only_RF,0.6105674999999999,14,17,accuracy,0.5063025210084033,0.7526350419640566,0.5483870967741935,0.5630252100840336,10.0,7.0,10.0,4.0,0.2526350419640566
S12_only_RF,0.6105674999999999,14,17,balanced_accuracy,0.5063025210084033,0.0501014512316694,0.5483870967741935,0.5819327731092437,13.0,4.0,13.0,1.0,0.4498985487683306
S12_only_RF,0.6229925,13,18,accuracy,0.46794871794871795,1.00000001,0.5806451612903226,0.5,0.0,18.0,0.0,13.0,0.5000000099999999
S12_only_RF,0.6229925,13,18,balanced_accuracy,0.46794871794871795,0.0501014512316694,0.5161290322580645,0.5726495726495726,12.0,4.0,14.0,1.0,0.4498985487683306
S12_only_RF,0.6403475,12,19,accuracy,0.5087719298245614,1.00000001,0.6129032258064516,0.5,0.0,19.0,0.0,12.0,0.5000000099999999
S12_only_RF,0.6403475,12,19,balanced_accuracy,0.5087719298245614,0.0916844372815672,0.5483870967741935,0.6162280701754386,11.0,6.0,13.0,1.0,0.40831556271843283
S12_only_RF,0.6500000000000001,12,19,accuracy,0.5087719298245614,1.00000001,0.6129032258064516,0.5,0.0,19.0,0.0,12.0,0.5000000099999999
S12_only_RF,0.6500000000000001,12,19,balanced_accuracy,0.5087719298245614,0.0916844372815672,0.5483870967741935,0.6162280701754386,11.0,6.0,13.0,1.0,0.40831556271843283
S12_only_RF,0.65464,11,20,accuracy,0.5204545454545454,1.00000001,0.6451612903225806,0.5,0.0,20.0,0.0,11.0,0.5000000099999999
S12_only_RF,0.65464,11,20,balanced_accuracy,0.5204545454545454,0.0916844372815672,0.5161290322580645,0.6045454545454545,10.0,6.0,14.0,1.0,0.40831556271843283
S12_only_RF,0.658155,10,21,accuracy,0.5166666666666666,1.00000001,0.6774193548387096,0.5,0.0,21.0,0.0,10.0,0.5000000099999999
S12_only_RF,0.658155,10,21,balanced_accuracy,0.5166666666666666,0.0916844372815672,0.4838709677419355,0.5928571428571429,9.0,6.0,15.0,1.0,0.40831556271843283
S12_only_RF,0.6625,9,22,accuracy,0.547979797979798,1.00000001,0.7096774193548387,0.5,0.0,22.0,0.0,9.0,0.5000000099999999
S12_only_RF,0.6625,9,22,balanced_accuracy,0.547979797979798,0.7526350419640566,0.5161290322580645,0.5934343434343434,7.0,9.0,13.0,2.0,0.2526350419640566
S12_only_RF,0.6721375,8,23,accuracy,0.5461956521739131,1.00000001,0.7419354838709677,0.5,0.0,23.0,0.0,8.0,0.5000000099999999
S12_only_RF,0.6721375,8,23,balanced_accuracy,0.5461956521739131,0.7526350419640566,0.4838709677419355,0.5706521739130435,6.0,9.0,14.0,2.0,0.2526350419640566
S12_only_RF,0.68299,7,24,accuracy,0.6369047619047619,1.00000001,0.7741935483870968,0.5,0.0,24.0,0.0,7.0,0.5000000099999999
S12_only_RF,0.68299,7,24,balanced_accuracy,0.6369047619047619,0.0916844372815672,0.45161290322580644,0.6458333333333334,7.0,7.0,17.0,0.0,0.40831556271843283
S12_only_RF,0.694275,6,25,accuracy,0.7066666666666667,1.00000001,0.8064516129032258,0.5,0.0,25.0,0.0,6.0,0.5000000099999999
S12_only_RF,0.694275,6,25,balanced_accuracy,0.7066666666666667,0.7526350419640566,0.5483870967741935,0.72,6.0,11.0,14.0,0.0,0.2526350419640566
S12_only_RF,0.7000000000000001,6,25,accuracy,0.7066666666666667,1.00000001,0.8064516129032258,0.5,0.0,25.0,0.0,6.0,0.5000000099999999
S12_only_RF,0.7000000000000001,6,25,balanced_accuracy,0.7066666666666667,0.7526350419640566,0.5483870967741935,0.72,6.0,11.0,14.0,0.0,0.2526350419640566
S12_only_RF,0.71301,5,26,accuracy,0.7576923076923077,1.00000001,0.8387096774193549,0.5,0.0,26.0,0.0,5.0,0.5000000099999999
