site,label_threshold_pp,validation,family,model,policy,n_unique,n_predictions,BA,accuracy,precision,recall,specificity,TP,TN,FP,FN,AUC,AP
C295,-15,Strict_position_out,Sequence_Local,LR_1,training_only_threshold,22,26,0.6785714285714286,0.6590909090909091,0.5217391304347826,0.75,0.6071428571428571,6.0,8.5,5.5,2.0,0.5535714285714285,0.5092406139503851
C295,-15,Strict_position_out,Sequence_Local,RF_depth1,fixed_0.5,22,26,0.40625,0.5,0.125,0.0625,0.75,0.5,10.5,3.5,7.5,0.27678571428571425,0.2863035904154325
C295,-15,Strict_position_out,Sequence_Local,RF_depth1,training_only_threshold,22,26,0.23214285714285715,0.22727272727272727,0.15384615384615385,0.25,0.21428571428571427,2.0,3.0,11.0,6.0,0.27678571428571425,0.2863035904154325
C295,-15,Strict_position_out,Sequence_Local,RF_depth2,fixed_0.5,22,26,0.40625,0.5,0.125,0.0625,0.75,0.5,10.5,3.5,7.5,0.29464285714285715,0.2912278328396749
C295,-15,Strict_position_out,Sequence_Local,RF_depth2,training_only_threshold,22,26,0.23214285714285715,0.22727272727272727,0.15384615384615385,0.25,0.21428571428571427,2.0,3.0,11.0,6.0,0.29464285714285715,0.2912278328396749
C295,-15,Strict_position_out,Sequence_Local,SVM_RBF,fixed_0.5,22,26,0.5803571428571428,0.6363636363636364,0.5,0.375,0.7857142857142857,3.0,11.0,3.0,5.0,0.4453125,0.4037100186964738
C295,-15,Strict_position_out,Sequence_Local,SVM_RBF,training_only_threshold,22,26,0.5580357142857143,0.45454545454545453,0.39473684210526316,0.9375,0.17857142857142858,7.5,2.5,11.5,0.5,0.4453125,0.4037100186964738
C295,-15,Strict_position_out,Sequence_Local,nested_model_selection,training_only_threshold,22,26,0.4107142857142857,0.45454545454545453,0.25,0.25,0.5714285714285714,2.0,8.0,6.0,6.0,0.328125,0.2935963342213342
C295,-15,Strict_position_out,Total_CP,ExtraTrees_depth2,fixed_0.5,22,26,0.5357142857142857,0.5454545454545454,0.4,0.5,0.5714285714285714,4.0,8.0,6.0,4.0,0.40848214285714285,0.3399360840827559
C295,-15,Strict_position_out,Total_CP,ExtraTrees_depth2,training_only_threshold,22,26,0.6294642857142857,0.5454545454545454,0.4411764705882353,0.9375,0.32142857142857145,7.5,4.5,9.5,0.5,0.40848214285714285,0.3399360840827559
C295,-15,Strict_position_out,Total_CP,GaussianNB,fixed_0.5,22,26,0.5267857142857143,0.5,0.38461538461538464,0.625,0.42857142857142855,5.0,6.0,8.0,3.0,0.44419642857142855,0.34113022394272396
C295,-15,Strict_position_out,Total_CP,GaussianNB,training_only_threshold,22,26,0.5714285714285714,0.45454545454545453,0.4,1.0,0.14285714285714285,8.0,2.0,12.0,0.0,0.44419642857142855,0.34113022394272396
C295,-15,Strict_position_out,Total_CP,LDA_shrinkage,fixed_0.5,22,26,0.6607142857142857,0.6363636363636364,0.5,0.75,0.5714285714285714,6.0,8.0,6.0,2.0,0.5736607142857142,0.4210390406162465
C295,-15,Strict_position_out,Total_CP,LDA_shrinkage,training_only_threshold,22,26,0.7008928571428572,0.6363636363636364,0.5,0.9375,0.4642857142857143,7.5,6.5,7.5,0.5,0.5736607142857142,0.4210390406162465
C295,-15,Strict_position_out,Total_CP,LR_0.01,fixed_0.5,22,26,0.6607142857142857,0.6363636363636364,0.5,0.75,0.5714285714285714,6.0,8.0,6.0,2.0,0.5915178571428571,0.43467261904761906
C295,-15,Strict_position_out,Total_CP,LR_0.01,training_only_threshold,22,26,0.6651785714285714,0.5909090909090909,0.46875,0.9375,0.39285714285714285,7.5,5.5,8.5,0.5,0.5915178571428571,0.43467261904761906
C295,-15,Strict_position_out,Total_CP,LR_0.1,fixed_0.5,22,26,0.6607142857142857,0.6363636363636364,0.5,0.75,0.5714285714285714,6.0,8.0,6.0,2.0,0.5915178571428571,0.43467261904761906
C295,-15,Strict_position_out,Total_CP,LR_0.1,training_only_threshold,22,26,0.6651785714285714,0.5909090909090909,0.46875,0.9375,0.39285714285714285,7.5,5.5,8.5,0.5,0.5915178571428571,0.43467261904761906
C295,-15,Strict_position_out,Total_CP,LR_1,fixed_0.5,22,26,0.6607142857142857,0.6363636363636364,0.5,0.75,0.5714285714285714,6.0,8.0,6.0,2.0,0.5736607142857142,0.4210390406162465
C295,-15,Strict_position_out,Total_CP,LR_1,training_only_threshold,22,26,0.7008928571428572,0.6363636363636364,0.5,0.9375,0.4642857142857143,7.5,6.5,7.5,0.5,0.5736607142857142,0.4210390406162465
C295,-15,Strict_position_out,Total_CP,RF_depth1,fixed_0.5,22,26,0.38392857142857145,0.45454545454545453,0.16666666666666666,0.125,0.6428571428571429,1.0,9.0,5.0,7.0,0.3058035714285714,0.3014161288058347
C295,-15,Strict_position_out,Total_CP,RF_depth1,training_only_threshold,22,26,0.2544642857142857,0.2727272727272727,0.13636363636363635,0.1875,0.32142857142857145,1.5,4.5,9.5,6.5,0.3058035714285714,0.3014161288058347
C295,-15,Strict_position_out,Total_CP,RF_depth2,fixed_0.5,22,26,0.41964285714285715,0.5,0.2,0.125,0.7142857142857143,1.0,10.0,4.0,7.0,0.25,0.2761661584030005
C295,-15,Strict_position_out,Total_CP,RF_depth2,training_only_threshold,22,26,0.2544642857142857,0.2727272727272727,0.13636363636363635,0.1875,0.32142857142857145,1.5,4.5,9.5,6.5,0.25,0.2761661584030005
C295,-15,Strict_position_out,Total_CP,SVM_RBF,fixed_0.5,22,26,0.5,0.5,0.36363636363636365,0.5,0.5,4.0,7.0,7.0,4.0,0.5044642857142857,0.39167003861771305
C295,-15,Strict_position_out,Total_CP,SVM_RBF,training_only_threshold,22,26,0.6294642857142857,0.5454545454545454,0.4411764705882353,0.9375,0.32142857142857145,7.5,4.5,9.5,0.5,0.5044642857142857,0.39167003861771305
C295,-15,Strict_position_out,Total_CP,nested_model_selection,training_only_threshold,22,26,0.59375,0.5,0.4166666666666667,0.9375,0.25,7.5,3.5,10.5,0.5,0.35044642857142855,0.30612103647126865
C295,-10,LOOCV,Baseline,always_0,fixed_0.5,22,22,0.5,0.36363636363636365,0.0,0.0,1.0,0.0,8.0,0.0,14.0,0.5,0.6363636363636364
C295,-10,LOOCV,Baseline,always_1,fixed_0.5,22,22,0.5,0.6363636363636364,0.6363636363636364,1.0,0.0,14.0,0.0,8.0,0.0,0.5,0.6363636363636364
C295,-10,LOOCV,CP_summary,ExtraTrees_depth2,fixed_0.5,22,22,0.6071428571428572,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.5,10.0,4.0,4.0,4.0,0.4821428571428571,0.6057844466457912
C295,-10,LOOCV,CP_summary,ExtraTrees_depth2,training_only_threshold,22,22,0.5625,0.5454545454545454,0.7,0.5,0.625,7.0,5.0,3.0,7.0,0.4821428571428571,0.6057844466457912
C295,-10,LOOCV,CP_summary,GaussianNB,fixed_0.5,22,22,0.5714285714285714,0.5909090909090909,0.6923076923076923,0.6428571428571429,0.5,9.0,4.0,4.0,5.0,0.5178571428571428,0.655358785950891
C295,-10,LOOCV,CP_summary,GaussianNB,training_only_threshold,22,22,0.6339285714285714,0.6363636363636364,0.75,0.6428571428571429,0.625,9.0,5.0,3.0,5.0,0.5178571428571428,0.655358785950891
C295,-10,LOOCV,CP_summary,LDA_shrinkage,fixed_0.5,22,22,0.6785714285714286,0.7272727272727273,0.75,0.8571428571428571,0.5,12.0,4.0,4.0,2.0,0.5089285714285714,0.6267928500071357
C295,-10,LOOCV,CP_summary,LDA_shrinkage,training_only_threshold,22,22,0.5714285714285714,0.5909090909090909,0.6923076923076923,0.6428571428571429,0.5,9.0,4.0,4.0,5.0,0.5089285714285714,0.6267928500071357
C295,-10,LOOCV,CP_summary,LR_0.01,fixed_0.5,22,22,0.5357142857142857,0.5454545454545454,0.6666666666666666,0.5714285714285714,0.5,8.0,4.0,4.0,6.0,0.5535714285714286,0.6987266235165392
C295,-10,LOOCV,CP_summary,LR_0.01,training_only_threshold,22,22,0.5,0.5,0.6363636363636364,0.5,0.5,7.0,4.0,4.0,7.0,0.5535714285714286,0.6987266235165392
C295,-10,LOOCV,CP_summary,LR_0.1,fixed_0.5,22,22,0.5714285714285714,0.5909090909090909,0.6923076923076923,0.6428571428571429,0.5,9.0,4.0,4.0,5.0,0.5357142857142857,0.6478812853812853
C295,-10,LOOCV,CP_summary,LR_0.1,training_only_threshold,22,22,0.5357142857142857,0.5454545454545454,0.6666666666666666,0.5714285714285714,0.5,8.0,4.0,4.0,6.0,0.5357142857142857,0.6478812853812853
C295,-10,LOOCV,CP_summary,LR_1,fixed_0.5,22,22,0.6785714285714286,0.7272727272727273,0.75,0.8571428571428571,0.5,12.0,4.0,4.0,2.0,0.5892857142857142,0.6822796251367679
C295,-10,LOOCV,CP_summary,LR_1,training_only_threshold,22,22,0.6428571428571428,0.6818181818181818,0.7333333333333333,0.7857142857142857,0.5,11.0,4.0,4.0,3.0,0.5892857142857142,0.6822796251367679
C295,-10,LOOCV,CP_summary,RF_depth1,fixed_0.5,22,22,0.5714285714285714,0.5909090909090909,0.6923076923076923,0.6428571428571429,0.5,9.0,4.0,4.0,5.0,0.4464285714285714,0.5934658828566391
C295,-10,LOOCV,CP_summary,RF_depth1,training_only_threshold,22,22,0.4910714285714286,0.45454545454545453,0.625,0.35714285714285715,0.625,5.0,5.0,3.0,9.0,0.4464285714285714,0.5934658828566391
C295,-10,LOOCV,CP_summary,RF_depth2,fixed_0.5,22,22,0.45535714285714285,0.5454545454545454,0.6111111111111112,0.7857142857142857,0.125,11.0,1.0,7.0,3.0,0.45535714285714285,0.6001967852531763
C295,-10,LOOCV,CP_summary,RF_depth2,training_only_threshold,22,22,0.4910714285714286,0.45454545454545453,0.625,0.35714285714285715,0.625,5.0,5.0,3.0,9.0,0.45535714285714285,0.6001967852531763
C295,-10,LOOCV,CP_summary,SVM_RBF,fixed_0.5,22,22,0.6696428571428572,0.6818181818181818,0.7692307692307693,0.7142857142857143,0.625,10.0,5.0,3.0,4.0,0.6875,0.8330141613755058
C295,-10,LOOCV,CP_summary,SVM_RBF,training_only_threshold,22,22,0.7589285714285714,0.7272727272727273,0.9,0.6428571428571429,0.875,9.0,7.0,1.0,5.0,0.6875,0.8330141613755058
C295,-10,LOOCV,CP_summary,nested_model_selection,training_only_threshold,22,22,0.4375,0.45454545454545453,0.5833333333333334,0.5,0.375,7.0,3.0,5.0,7.0,0.5089285714285714,0.6732562080776365
C295,-10,LOOCV,ContactSeek_CCR,ExtraTrees_depth2,fixed_0.5,22,22,0.6071428571428572,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.5,10.0,4.0,4.0,4.0,0.5714285714285714,0.668325200586921
C295,-10,LOOCV,ContactSeek_CCR,ExtraTrees_depth2,training_only_threshold,22,22,0.5357142857142857,0.5454545454545454,0.6666666666666666,0.5714285714285714,0.5,8.0,4.0,4.0,6.0,0.5714285714285714,0.668325200586921
C295,-10,LOOCV,ContactSeek_CCR,GaussianNB,fixed_0.5,22,22,0.6785714285714286,0.7272727272727273,0.75,0.8571428571428571,0.5,12.0,4.0,4.0,2.0,0.6607142857142857,0.7268037518037518
C295,-10,LOOCV,ContactSeek_CCR,GaussianNB,training_only_threshold,22,22,0.5535714285714286,0.6363636363636364,0.6666666666666666,0.8571428571428571,0.25,12.0,2.0,6.0,2.0,0.6607142857142857,0.7268037518037518
C295,-10,LOOCV,ContactSeek_CCR,LDA_shrinkage,fixed_0.5,22,22,0.5089285714285714,0.5454545454545454,0.6428571428571429,0.6428571428571429,0.375,9.0,3.0,5.0,5.0,0.5,0.6517814109449447
C295,-10,LOOCV,ContactSeek_CCR,LDA_shrinkage,training_only_threshold,22,22,0.6875,0.7727272727272727,0.7368421052631579,1.0,0.375,14.0,3.0,5.0,0.0,0.5,0.6517814109449447
C295,-10,LOOCV,ContactSeek_CCR,LR_0.01,fixed_0.5,22,22,0.6428571428571428,0.6818181818181818,0.7333333333333333,0.7857142857142857,0.5,11.0,4.0,4.0,3.0,0.625,0.746498363791597
C295,-10,LOOCV,ContactSeek_CCR,LR_0.01,training_only_threshold,22,22,0.5714285714285714,0.5909090909090909,0.6923076923076923,0.6428571428571429,0.5,9.0,4.0,4.0,5.0,0.625,0.746498363791597
C295,-10,LOOCV,ContactSeek_CCR,LR_0.1,fixed_0.5,22,22,0.5446428571428572,0.5909090909090909,0.6666666666666666,0.7142857142857143,0.375,10.0,3.0,5.0,4.0,0.6607142857142858,0.8127593378782012
C295,-10,LOOCV,ContactSeek_CCR,LR_0.1,training_only_threshold,22,22,0.6071428571428572,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.5,10.0,4.0,4.0,4.0,0.6607142857142858,0.8127593378782012
C295,-10,LOOCV,ContactSeek_CCR,LR_1,fixed_0.5,22,22,0.5446428571428572,0.5909090909090909,0.6666666666666666,0.7142857142857143,0.375,10.0,3.0,5.0,4.0,0.6517857142857143,0.8056196521670868
C295,-10,LOOCV,ContactSeek_CCR,LR_1,training_only_threshold,22,22,0.6428571428571428,0.6818181818181818,0.7333333333333333,0.7857142857142857,0.5,11.0,4.0,4.0,3.0,0.6517857142857143,0.8056196521670868
C295,-10,LOOCV,ContactSeek_CCR,RF_depth1,fixed_0.5,22,22,0.7321428571428572,0.7272727272727273,0.8333333333333334,0.7142857142857143,0.75,10.0,6.0,2.0,4.0,0.7857142857142857,0.8717703748165933
C295,-10,LOOCV,ContactSeek_CCR,RF_depth1,training_only_threshold,22,22,0.7321428571428572,0.7272727272727273,0.8333333333333334,0.7142857142857143,0.75,10.0,6.0,2.0,4.0,0.7857142857142857,0.8717703748165933
C295,-10,LOOCV,ContactSeek_CCR,RF_depth2,fixed_0.5,22,22,0.7410714285714286,0.7727272727272727,0.8,0.8571428571428571,0.625,12.0,5.0,3.0,2.0,0.7946428571428572,0.8784641945356231
C295,-10,LOOCV,ContactSeek_CCR,RF_depth2,training_only_threshold,22,22,0.6696428571428572,0.6818181818181818,0.7692307692307693,0.7142857142857143,0.625,10.0,5.0,3.0,4.0,0.7946428571428572,0.8784641945356231
C295,-10,LOOCV,ContactSeek_CCR,SVM_RBF,fixed_0.5,22,22,0.6160714285714286,0.6818181818181818,0.7058823529411765,0.8571428571428571,0.375,12.0,3.0,5.0,2.0,0.6071428571428571,0.7665864631338979
C295,-10,LOOCV,ContactSeek_CCR,SVM_RBF,training_only_threshold,22,22,0.7053571428571428,0.7272727272727273,0.7857142857142857,0.7857142857142857,0.625,11.0,5.0,3.0,3.0,0.6071428571428571,0.7665864631338979
C295,-10,LOOCV,ContactSeek_CCR,nested_model_selection,training_only_threshold,22,22,0.5982142857142857,0.5909090909090909,0.7272727272727273,0.5714285714285714,0.625,8.0,5.0,3.0,6.0,0.6875,0.8372360307759468
C295,-10,LOOCV,Interface_RMS,ExtraTrees_depth2,fixed_0.5,22,22,0.5267857142857143,0.5,0.6666666666666666,0.42857142857142855,0.625,6.0,5.0,3.0,8.0,0.6696428571428571,0.8197873555016413
C295,-10,LOOCV,Interface_RMS,ExtraTrees_depth2,training_only_threshold,22,22,0.5625,0.5454545454545454,0.7,0.5,0.625,7.0,5.0,3.0,7.0,0.6696428571428571,0.8197873555016413
C295,-10,LOOCV,Interface_RMS,GaussianNB,fixed_0.5,22,22,0.5625,0.5454545454545454,0.7,0.5,0.625,7.0,5.0,3.0,7.0,0.375,0.5972421025826599
C295,-10,LOOCV,Interface_RMS,GaussianNB,training_only_threshold,22,22,0.5267857142857143,0.5,0.6666666666666666,0.42857142857142855,0.625,6.0,5.0,3.0,8.0,0.375,0.5972421025826599
C295,-10,LOOCV,Interface_RMS,LDA_shrinkage,fixed_0.5,22,22,0.625,0.5909090909090909,0.7777777777777778,0.5,0.75,7.0,6.0,2.0,7.0,0.42857142857142855,0.6124789834348657
C295,-10,LOOCV,Interface_RMS,LDA_shrinkage,training_only_threshold,22,22,0.5535714285714286,0.5,0.7142857142857143,0.35714285714285715,0.75,5.0,6.0,2.0,9.0,0.42857142857142855,0.6124789834348657
C295,-10,LOOCV,Interface_RMS,LR_0.01,fixed_0.5,22,22,0.625,0.5909090909090909,0.7777777777777778,0.5,0.75,7.0,6.0,2.0,7.0,0.42857142857142855,0.6138445769057225
C295,-10,LOOCV,Interface_RMS,LR_0.01,training_only_threshold,22,22,0.625,0.5909090909090909,0.7777777777777778,0.5,0.75,7.0,6.0,2.0,7.0,0.42857142857142855,0.6138445769057225
C295,-10,LOOCV,Interface_RMS,LR_0.1,fixed_0.5,22,22,0.625,0.5909090909090909,0.7777777777777778,0.5,0.75,7.0,6.0,2.0,7.0,0.4375,0.6161419870978694
C295,-10,LOOCV,Interface_RMS,LR_0.1,training_only_threshold,22,22,0.625,0.5909090909090909,0.7777777777777778,0.5,0.75,7.0,6.0,2.0,7.0,0.4375,0.6161419870978694
C295,-10,LOOCV,Interface_RMS,LR_1,fixed_0.5,22,22,0.625,0.5909090909090909,0.7777777777777778,0.5,0.75,7.0,6.0,2.0,7.0,0.4375,0.6161419870978694
C295,-10,LOOCV,Interface_RMS,LR_1,training_only_threshold,22,22,0.5535714285714286,0.5,0.7142857142857143,0.35714285714285715,0.75,5.0,6.0,2.0,9.0,0.4375,0.6161419870978694
C295,-10,LOOCV,Interface_RMS,RF_depth1,fixed_0.5,22,22,0.5267857142857143,0.5,0.6666666666666666,0.42857142857142855,0.625,6.0,5.0,3.0,8.0,0.625,0.7998834498834497
C295,-10,LOOCV,Interface_RMS,RF_depth1,training_only_threshold,22,22,0.5535714285714286,0.5,0.7142857142857143,0.35714285714285715,0.75,5.0,6.0,2.0,9.0,0.625,0.7998834498834497
C295,-10,LOOCV,Interface_RMS,RF_depth2,fixed_0.5,22,22,0.7321428571428572,0.7272727272727273,0.8333333333333334,0.7142857142857143,0.75,10.0,6.0,2.0,4.0,0.7142857142857142,0.8622320140177283
C295,-10,LOOCV,Interface_RMS,RF_depth2,training_only_threshold,22,22,0.5267857142857143,0.5,0.6666666666666666,0.42857142857142855,0.625,6.0,5.0,3.0,8.0,0.7142857142857142,0.8622320140177283
C295,-10,LOOCV,Interface_RMS,SVM_RBF,fixed_0.5,22,22,0.5267857142857143,0.5,0.6666666666666666,0.42857142857142855,0.625,6.0,5.0,3.0,8.0,0.6339285714285714,0.7168034346605775
C295,-10,LOOCV,Interface_RMS,SVM_RBF,training_only_threshold,22,22,0.6339285714285714,0.6363636363636364,0.75,0.6428571428571429,0.625,9.0,5.0,3.0,5.0,0.6339285714285714,0.7168034346605775
C295,-10,LOOCV,Interface_RMS,nested_model_selection,training_only_threshold,22,22,0.625,0.5909090909090909,0.7777777777777778,0.5,0.75,7.0,6.0,2.0,7.0,0.6160714285714286,0.8042503364982356
C295,-10,LOOCV,Local_deltaCP,ExtraTrees_depth2,fixed_0.5,22,22,0.6071428571428572,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.5,10.0,4.0,4.0,4.0,0.5892857142857142,0.732615849370051
C295,-10,LOOCV,Local_deltaCP,ExtraTrees_depth2,training_only_threshold,22,22,0.6160714285714286,0.6818181818181818,0.7058823529411765,0.8571428571428571,0.375,12.0,3.0,5.0,2.0,0.5892857142857142,0.732615849370051
C295,-10,LOOCV,Local_deltaCP,GaussianNB,fixed_0.5,22,22,0.41964285714285715,0.5,0.5882352941176471,0.7142857142857143,0.125,10.0,1.0,7.0,4.0,0.3839285714285714,0.5849061594334704
C295,-10,LOOCV,Local_deltaCP,GaussianNB,training_only_threshold,22,22,0.41964285714285715,0.5,0.5882352941176471,0.7142857142857143,0.125,10.0,1.0,7.0,4.0,0.3839285714285714,0.5849061594334704
C295,-10,LOOCV,Local_deltaCP,LDA_shrinkage,fixed_0.5,22,22,0.4732142857142857,0.5,0.6153846153846154,0.5714285714285714,0.375,8.0,3.0,5.0,6.0,0.44642857142857145,0.6043401617179812
C295,-10,LOOCV,Local_deltaCP,LDA_shrinkage,training_only_threshold,22,22,0.5,0.5,0.6363636363636364,0.5,0.5,7.0,4.0,4.0,7.0,0.44642857142857145,0.6043401617179812
C295,-10,LOOCV,Local_deltaCP,LR_0.01,fixed_0.5,22,22,0.5982142857142857,0.5909090909090909,0.7272727272727273,0.5714285714285714,0.625,8.0,5.0,3.0,6.0,0.5357142857142857,0.6793317793317794
C295,-10,LOOCV,Local_deltaCP,LR_0.01,training_only_threshold,22,22,0.5625,0.5454545454545454,0.7,0.5,0.625,7.0,5.0,3.0,7.0,0.5357142857142857,0.6793317793317794
C295,-10,LOOCV,Local_deltaCP,LR_0.1,fixed_0.5,22,22,0.6696428571428572,0.6818181818181818,0.7692307692307693,0.7142857142857143,0.625,10.0,5.0,3.0,4.0,0.5178571428571429,0.653141303141303
C295,-10,LOOCV,Local_deltaCP,LR_0.1,training_only_threshold,22,22,0.6071428571428572,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.5,10.0,4.0,4.0,4.0,0.5178571428571429,0.653141303141303
C295,-10,LOOCV,Local_deltaCP,LR_1,fixed_0.5,22,22,0.5982142857142857,0.5909090909090909,0.7272727272727273,0.5714285714285714,0.625,8.0,5.0,3.0,6.0,0.5089285714285714,0.6799763961528666
C295,-10,LOOCV,Local_deltaCP,LR_1,training_only_threshold,22,22,0.5714285714285714,0.5909090909090909,0.6923076923076923,0.6428571428571429,0.5,9.0,4.0,4.0,5.0,0.5089285714285714,0.6799763961528666
C295,-10,LOOCV,Local_deltaCP,RF_depth1,fixed_0.5,22,22,0.5089285714285714,0.5454545454545454,0.6428571428571429,0.6428571428571429,0.375,9.0,3.0,5.0,5.0,0.5267857142857143,0.6519661419346293
C295,-10,LOOCV,Local_deltaCP,RF_depth1,training_only_threshold,22,22,0.44642857142857145,0.5,0.6,0.6428571428571429,0.25,9.0,2.0,6.0,5.0,0.5267857142857143,0.6519661419346293
C295,-10,LOOCV,Local_deltaCP,RF_depth2,fixed_0.5,22,22,0.5446428571428572,0.5909090909090909,0.6666666666666666,0.7142857142857143,0.375,10.0,3.0,5.0,4.0,0.5089285714285714,0.6457122767521929
C295,-10,LOOCV,Local_deltaCP,RF_depth2,training_only_threshold,22,22,0.48214285714285715,0.5454545454545454,0.625,0.7142857142857143,0.25,10.0,2.0,6.0,4.0,0.5089285714285714,0.6457122767521929
C295,-10,LOOCV,Local_deltaCP,SVM_RBF,fixed_0.5,22,22,0.75,0.8181818181818182,0.7777777777777778,1.0,0.5,14.0,4.0,4.0,0.0,0.6607142857142857,0.7761709345742958
C295,-10,LOOCV,Local_deltaCP,SVM_RBF,training_only_threshold,22,22,0.7767857142857143,0.8181818181818182,0.8125,0.9285714285714286,0.625,13.0,5.0,3.0,1.0,0.6607142857142857,0.7761709345742958
C295,-10,LOOCV,Local_deltaCP,nested_model_selection,training_only_threshold,22,22,0.5446428571428572,0.5909090909090909,0.6666666666666666,0.7142857142857143,0.375,10.0,3.0,5.0,4.0,0.5089285714285714,0.712535975928833
C295,-10,LOOCV,Nested_all,nested_model_selection,training_only_threshold,22,22,0.5625,0.5454545454545454,0.7,0.5,0.625,7.0,5.0,3.0,7.0,0.5357142857142857,0.6632647114789971
C295,-10,LOOCV,Repository,ExtraTrees_depth2,fixed_0.5,22,22,0.6071428571428572,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.5,10.0,4.0,4.0,4.0,0.5357142857142857,0.6756874078302649
C295,-10,LOOCV,Repository,ExtraTrees_depth2,training_only_threshold,22,22,0.5267857142857143,0.5,0.6666666666666666,0.42857142857142855,0.625,6.0,5.0,3.0,8.0,0.5357142857142857,0.6756874078302649
C295,-10,LOOCV,Repository,GaussianNB,fixed_0.5,22,22,0.5714285714285714,0.5909090909090909,0.6923076923076923,0.6428571428571429,0.5,9.0,4.0,4.0,5.0,0.5535714285714286,0.6954500856286571
C295,-10,LOOCV,Repository,GaussianNB,training_only_threshold,22,22,0.5982142857142857,0.5909090909090909,0.7272727272727273,0.5714285714285714,0.625,8.0,5.0,3.0,6.0,0.5535714285714286,0.6954500856286571
C295,-10,LOOCV,Repository,LDA_shrinkage,fixed_0.5,22,22,0.5714285714285714,0.5909090909090909,0.6923076923076923,0.6428571428571429,0.5,9.0,4.0,4.0,5.0,0.5,0.6326949835878407
C295,-10,LOOCV,Repository,LDA_shrinkage,training_only_threshold,22,22,0.5446428571428572,0.5909090909090909,0.6666666666666666,0.7142857142857143,0.375,10.0,3.0,5.0,4.0,0.5,0.6326949835878407
C295,-10,LOOCV,Repository,LR_0.01,fixed_0.5,22,22,0.5357142857142857,0.5454545454545454,0.6666666666666666,0.5714285714285714,0.5,8.0,4.0,4.0,6.0,0.5892857142857143,0.7405541878756166
C295,-10,LOOCV,Repository,LR_0.01,training_only_threshold,22,22,0.5625,0.5454545454545454,0.7,0.5,0.625,7.0,5.0,3.0,7.0,0.5892857142857143,0.7405541878756166
C295,-10,LOOCV,Repository,LR_0.1,fixed_0.5,22,22,0.5357142857142857,0.5454545454545454,0.6666666666666666,0.5714285714285714,0.5,8.0,4.0,4.0,6.0,0.5357142857142857,0.6507582695082695
C295,-10,LOOCV,Repository,LR_0.1,training_only_threshold,22,22,0.4375,0.45454545454545453,0.5833333333333334,0.5,0.375,7.0,3.0,5.0,7.0,0.5357142857142857,0.6507582695082695
C295,-10,LOOCV,Repository,LR_1,fixed_0.5,22,22,0.6071428571428572,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.5,10.0,4.0,4.0,4.0,0.5178571428571428,0.6400896722325293
C295,-10,LOOCV,Repository,LR_1,training_only_threshold,22,22,0.6071428571428572,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.5,10.0,4.0,4.0,4.0,0.5178571428571428,0.6400896722325293
C295,-10,LOOCV,Repository,RF_depth1,fixed_0.5,22,22,0.5446428571428572,0.5909090909090909,0.6666666666666666,0.7142857142857143,0.375,10.0,3.0,5.0,4.0,0.5446428571428572,0.689976987298416
C295,-10,LOOCV,Repository,RF_depth1,training_only_threshold,22,22,0.5267857142857143,0.5,0.6666666666666666,0.42857142857142855,0.625,6.0,5.0,3.0,8.0,0.5446428571428572,0.689976987298416
C295,-10,LOOCV,Repository,RF_depth2,fixed_0.5,22,22,0.44642857142857145,0.5,0.6,0.6428571428571429,0.25,9.0,2.0,6.0,5.0,0.49107142857142855,0.6619866244866245
C295,-10,LOOCV,Repository,RF_depth2,training_only_threshold,22,22,0.625,0.5909090909090909,0.7777777777777778,0.5,0.75,7.0,6.0,2.0,7.0,0.49107142857142855,0.6619866244866245
C295,-10,LOOCV,Repository,SVM_RBF,fixed_0.5,22,22,0.5982142857142857,0.5909090909090909,0.7272727272727273,0.5714285714285714,0.625,8.0,5.0,3.0,6.0,0.6160714285714286,0.7983293074928413
C295,-10,LOOCV,Repository,SVM_RBF,training_only_threshold,22,22,0.6875,0.6363636363636364,0.875,0.5,0.875,7.0,7.0,1.0,7.0,0.6160714285714286,0.7983293074928413
C295,-10,LOOCV,Repository,nested_model_selection,training_only_threshold,22,22,0.5625,0.5454545454545454,0.7,0.5,0.625,7.0,5.0,3.0,7.0,0.6160714285714286,0.718739098203384
C295,-10,LOOCV,Sequence,ExtraTrees_depth2,fixed_0.5,22,22,0.6160714285714286,0.6818181818181818,0.7058823529411765,0.8571428571428571,0.375,12.0,3.0,5.0,2.0,0.5089285714285714,0.6582167832167832
C295,-10,LOOCV,Sequence,ExtraTrees_depth2,training_only_threshold,22,22,0.5446428571428572,0.5909090909090909,0.6666666666666666,0.7142857142857143,0.375,10.0,3.0,5.0,4.0,0.5089285714285714,0.6582167832167832
C295,-10,LOOCV,Sequence,GaussianNB,fixed_0.5,22,22,0.6071428571428572,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.5,10.0,4.0,4.0,4.0,0.6071428571428572,0.6920222634508348
